Event ID,Date,Year,Month,Month Number,Week,Plant,Production Line,Machine ID,Machine Type,Shift,Operator ID,Technician,Downtime Category,Downtime Reason,Planned or Unplanned,Root Cause,Downtime Minutes,Downtime Hours,Repair Cost EURO,Cost per Minute,Production Units Lost,Product Type,Status,Resolution Time,Maintenance Type
DT-102299,2024-01-28,2024,January,1,4,Plant B - Lyon,Line 2,MC-5010,Painting Robot,Morning (06:00-14:00),OP-1061,B. Klein,Mechanical Failure,Belt Breakage,Unplanned,Component wear beyond tolerance,86.5,1.44,1035.64,11.97,65,Industrial Parts,Pending,,Corrective
DT-102300,2024-01-28,2024,January,1,4,Plant D - Bratislava,Line 1,MC-1874,Packaging Unit,Night (22:00-06:00),OP-1224,J. Dubois,Tooling Issue,Tool Wear,Unplanned,Incorrect feed rate,92.5,1.54,576.18,6.23,119,Medical Device,Pending,,Corrective
DT-102301,2024-01-28,2024,January,1,4,Plant A - Stuttgart,Line 3,MC-5908,Press Machine,Morning (06:00-14:00),OP-1199,K. Varga,Software/PLC Error,Firmware Crash,Unplanned,Network latency,53.0,0.88,588.67,11.11,35,Automotive Component,Resolved,1.07,Corrective
DT-102302,2024-01-28,2024,January,1,4,Plant D - Bratislava,Line 1,MC-1874,Packaging Unit,Morning (06:00-14:00),OP-1236,D. Muller,Quality Inspection,In-Process Quality Hold,Planned,Customer complaint follow-up,92.5,1.54,228.51,2.47,115,Industrial Parts,Pending,,Preventive
DT-102303,2024-01-29,2024,January,1,5,Plant C - Katowice,Line 1,MC-7146,Packaging Unit,Morning (06:00-14:00),OP-1365,N. Horvat,Quality Inspection,Non-Conformance Review,Planned,Random audit,33.7,0.56,110.74,3.29,41,Consumer Electronics,In Progress,0.45,Preventive
DT-102304,2024-01-29,2024,January,1,5,Plant A - Stuttgart,Line 3,MC-4621,Packaging Unit,Night (22:00-06:00),OP-1281,H. Zajac,Electrical Failure,Sensor Fault,Unplanned,Voltage spike,122.8,2.05,435.25,3.54,150,Packaging Materials,Resolved,3.27,Corrective
DT-102305,2024-01-29,2024,January,1,5,Plant A - Stuttgart,Line 3,MC-2642,Injection Molding,Morning (06:00-14:00),OP-1203,T. Weber,Mechanical Failure,Belt Breakage,Unplanned,Fatigue crack,125.3,2.09,1198.88,9.57,169,Automotive Component,Resolved,3.72,Emergency
DT-102306,2024-01-29,2024,January,1,5,Plant A - Stuttgart,Line 2,MC-7849,Packaging Unit,Night (22:00-06:00),OP-1164,M. Novak,Operator Error,Incorrect Setup,Unplanned,Procedure not followed,54.4,0.91,209.47,3.85,60,Industrial Parts,Resolved,1.07,N/A
DT-102307,2024-01-29,2024,January,1,5,Plant A - Stuttgart,Line 3,MC-4621,Packaging Unit,Afternoon (14:00-22:00),OP-1249,S. Kaczmarek,Mechanical Failure,Bearing Failure,Unplanned,Component wear beyond tolerance,26.9,0.45,182.01,6.77,31,Packaging Materials,Pending,,Corrective
DT-102308,2024-01-29,2024,January,1,5,Plant C - Katowice,Line 2,MC-8160,Conveyor System,Night (22:00-06:00),OP-1216,S. Kaczmarek,Changeover,Tooling Changeover,Planned,Scheduled production changeover,93.8,1.56,478.78,5.1,49,Packaging Materials,Resolved,1.64,N/A
DT-102310,2024-01-30,2024,January,1,5,Plant C - Katowice,Line 1,MC-7146,Packaging Unit,Afternoon (14:00-22:00),OP-1308,F. Rousseau,Material Shortage,Component Stockout,Unplanned,Supplier logistics delay,128.4,2.14,523.24,4.08,131,Automotive Component,Resolved,2.34,N/A
DT-102312,2024-01-30,2024,January,1,5,Plant B - Lyon,Line 1,MC-5990,CNC Machine,Morning (06:00-14:00),OP-1395,R. Nagy,Material Shortage,Raw Material Delay,Unplanned,Supplier logistics delay,215.4,3.59,1209.94,5.62,163,Industrial Parts,Resolved,5.53,N/A
DT-102309,2024-01-30,2024,January,1,5,Plant D - Bratislava,Line 2,MC-7141,Robotic Welder,Afternoon (14:00-22:00),OP-1007,D. Muller,Electrical Failure,Control Panel Fault,Unplanned,Voltage spike,38.9,0.65,415.84,10.69,38,Automotive Component,Pending,,Emergency
DT-102311,2024-01-30,2024,January,1,5,Plant B - Lyon,Line 2,MC-5010,Painting Robot,Morning (06:00-14:00),OP-1340,T. Weber,Electrical Failure,Wiring Short Circuit,Unplanned,Corroded contact,23.0,0.38,205.4,8.93,13,Automotive Component,In Progress,0.29,Corrective
DT-102313,2024-01-31,2024,January,1,5,Plant C - Katowice,Line 2,MC-1687,Injection Molding,Night (22:00-06:00),OP-1328,R. Nagy,Tooling Issue,Tool Breakage,Unplanned,Material hardness variance,106.2,1.77,580.18,5.46,170,Medical Device,Pending,,Corrective
DT-102314,2024-01-31,2024,January,1,5,Plant C - Katowice,Line 2,MC-8160,Conveyor System,Night (22:00-06:00),OP-1164,T. Weber,Mechanical Failure,Bearing Failure,Unplanned,Misalignment,34.4,0.57,110.7,3.22,18,Automotive Component,Resolved,0.7,Corrective
DT-102315,2024-01-31,2024,January,1,5,Plant C - Katowice,Line 3,MC-4933,Painting Robot,Afternoon (14:00-22:00),OP-1178,N. Horvat,Mechanical Failure,Gearbox Malfunction,Unplanned,Lubrication failure,147.3,2.46,1541.17,10.46,106,Consumer Electronics,Resolved,2.58,Corrective
DT-102316,2024-01-31,2024,January,1,5,Plant D - Bratislava,Line 2,MC-2257,Packaging Unit,Afternoon (14:00-22:00),OP-1135,N. Horvat,Utility Failure,Compressed Air Loss,Unplanned,Compressor failure,88.4,1.47,541.94,6.13,108,Consumer Electronics,Resolved,2.06,Corrective
DT-102317,2024-01-31,2024,January,1,5,Plant A - Stuttgart,Line 1,MC-1773,Press Machine,Night (22:00-06:00),OP-1394,S. Kaczmarek,Material Shortage,Supplier Late Delivery,Unplanned,Customs delay,159.8,2.66,1604.84,10.04,152,Industrial Parts,Resolved,2.98,N/A
DT-102318,2024-02-01,2024,February,2,5,Plant A - Stuttgart,Line 3,MC-5908,Press Machine,Night (22:00-06:00),OP-1227,H. Zajac,Mechanical Failure,Motor Burnout,Unplanned,Lubrication failure,50.4,0.84,481.54,9.55,42,Consumer Electronics,Resolved,0.85,Emergency
DT-102319,2024-02-01,2024,February,2,5,Plant A - Stuttgart,Line 1,MC-4896,Conveyor System,Night (22:00-06:00),OP-1314,M. Novak,Operator Error,Manual Stop,Unplanned,Procedure not followed,24.1,0.4,162.37,6.74,11,Consumer Electronics,Resolved,0.62,N/A
DT-102320,2024-02-01,2024,February,2,5,Plant D - Bratislava,Line 2,MC-2798,Press Machine,Night (22:00-06:00),OP-1210,H. Zajac,Operator Error,Incorrect Setup,Unplanned,Procedure not followed,5.8,0.1,80.53,13.88,5,Packaging Materials,Resolved,0.16,N/A
DT-102321,2024-02-01,2024,February,2,5,Plant A - Stuttgart,Line 3,MC-2642,Injection Molding,Morning (06:00-14:00),OP-1066,K. Varga,Material Shortage,Supplier Late Delivery,Unplanned,Inventory planning gap,202.2,3.37,1789.78,8.85,341,Consumer Electronics,Pending,,N/A
DT-102322,2024-02-01,2024,February,2,5,Plant A - Stuttgart,Line 2,MC-8073,Packaging Unit,Afternoon (14:00-22:00),OP-1376,T. Weber,Quality Inspection,Calibration Check,Planned,Dimensional deviation,55.7,0.93,174.49,3.13,59,Packaging Materials,Resolved,1.02,Preventive
DT-102328,2024-02-02,2024,February,2,5,Plant B - Lyon,Line 2,MC-1611,Injection Molding,Afternoon (14:00-22:00),OP-1153,J. Dubois,Software/PLC Error,HMI Communication Loss,Unplanned,Software bug,86.9,1.45,527.14,6.07,122,Consumer Electronics,In Progress,1.24,Corrective
DT-102330,2024-02-02,2024,February,2,5,Plant A - Stuttgart,Line 2,MC-2152,Assembly Robot,Morning (06:00-14:00),OP-1156,F. Rousseau,Mechanical Failure,Belt Breakage,Unplanned,Lubrication failure,85.9,1.43,756.02,8.8,68,Automotive Component,Resolved,2.48,Emergency
DT-102329,2024-02-02,2024,February,2,5,Plant B - Lyon,Line 1,MC-5990,CNC Machine,Afternoon (14:00-22:00),OP-1328,T. Weber,Operator Error,Manual Stop,Unplanned,Distraction,29.9,0.5,296.27,9.91,18,Packaging Materials,Resolved,0.59,N/A
DT-102327,2024-02-02,2024,February,2,5,Plant A - Stuttgart,Line 1,MC-6890,Press Machine,Afternoon (14:00-22:00),OP-1326,K. Varga,Mechanical Failure,Bearing Failure,Unplanned,Misalignment,209.3,3.49,1833.66,8.76,179,Packaging Materials,Pending,,Corrective
DT-102325,2024-02-02,2024,February,2,5,Plant A - Stuttgart,Line 2,MC-9779,Assembly Robot,Afternoon (14:00-22:00),OP-1216,S. Kaczmarek,Mechanical Failure,Gearbox Malfunction,Unplanned,Component wear beyond tolerance,163.4,2.72,1165.35,7.13,128,Industrial Parts,Resolved,4.74,Emergency
DT-102324,2024-02-02,2024,February,2,5,Plant A - Stuttgart,Line 2,MC-7849,Packaging Unit,Afternoon (14:00-22:00),OP-1076,S. Kaczmarek,Tooling Issue,Tool Breakage,Unplanned,Exceeded tool life,24.2,0.4,70.54,2.91,32,Industrial Parts,Resolved,0.47,Corrective
DT-102323,2024-02-02,2024,February,2,5,Plant B - Lyon,Line 1,MC-8447,Press Machine,Night (22:00-06:00),OP-1135,P. Kowalski,Mechanical Failure,Hydraulic Leak,Unplanned,Lubrication failure,148.7,2.48,1268.95,8.53,128,Automotive Component,Resolved,2.67,Emergency
DT-102326,2024-02-02,2024,February,2,5,Plant C - Katowice,Line 3,MC-5280,Packaging Unit,Night (22:00-06:00),OP-1007,L. Fischer,Changeover,Recipe Changeover,Planned,Scheduled production changeover,93.4,1.56,226.58,2.43,122,Consumer Electronics,Resolved,2.74,N/A
DT-102331,2024-02-03,2024,February,2,5,Plant A - Stuttgart,Line 2,MC-9779,Assembly Robot,Afternoon (14:00-22:00),OP-1357,S. Kaczmarek,Mechanical Failure,Belt Breakage,Unplanned,Fatigue crack,58.0,0.97,499.7,8.62,50,Packaging Materials,In Progress,0.65,Corrective
DT-102332,2024-02-03,2024,February,2,5,Plant B - Lyon,Line 2,MC-5010,Painting Robot,Afternoon (14:00-22:00),OP-1210,N. Horvat,Mechanical Failure,Bearing Failure,Unplanned,Fatigue crack,148.7,2.48,944.62,6.35,82,Consumer Electronics,In Progress,1.23,Emergency
DT-102333,2024-02-03,2024,February,2,5,Plant C - Katowice,Line 1,MC-1394,Conveyor System,Afternoon (14:00-22:00),OP-1235,H. Zajac,Changeover,Tooling Changeover,Planned,Scheduled production changeover,117.2,1.95,612.46,5.23,54,Packaging Materials,Resolved,3.45,N/A
DT-102334,2024-02-03,2024,February,2,5,Plant A - Stuttgart,Line 3,MC-5053,Conveyor System,Afternoon (14:00-22:00),OP-1020,P. Kowalski,Changeover,Tooling Changeover,Planned,Scheduled production changeover,59.7,0.99,341.79,5.73,28,Consumer Electronics,Pending,,N/A
DT-102335,2024-02-04,2024,February,2,5,Plant D - Bratislava,Line 1,MC-4916,Press Machine,Morning (06:00-14:00),OP-1222,M. Novak,Changeover,Tooling Changeover,Planned,Scheduled production changeover,88.8,1.48,764.51,8.61,59,Consumer Electronics,Resolved,2.5,N/A
DT-102336,2024-02-04,2024,February,2,5,Plant B - Lyon,Line 2,MC-5010,Painting Robot,Afternoon (14:00-22:00),OP-1149,B. Klein,Electrical Failure,Control Panel Fault,Unplanned,Overheated component,195.6,3.26,2024.22,10.35,124,Industrial Parts,In Progress,2.41,Corrective
DT-102337,2024-02-04,2024,February,2,5,Plant C - Katowice,Line 1,MC-5200,Injection Molding,Night (22:00-06:00),OP-1394,B. Klein,Quality Inspection,Non-Conformance Review,Planned,Random audit,96.4,1.61,506.75,5.26,146,Industrial Parts,Resolved,1.83,Preventive
DT-102348,2024-02-05,2024,February,2,6,Plant D - Bratislava,Line 2,MC-1066,Press Machine,Morning (06:00-14:00),OP-1281,B. Klein,Quality Inspection,Calibration Check,Planned,Random audit,81.4,1.36,586.38,7.2,57,Industrial Parts,Resolved,1.78,Preventive
DT-102347,2024-02-05,2024,February,2,6,Plant A - Stuttgart,Line 3,MC-8033,Painting Robot,Night (22:00-06:00),OP-1026,R. Nagy,Tooling Issue,Tool Wear,Unplanned,Exceeded tool life,103.4,1.72,1481.46,14.33,60,Consumer Electronics,In Progress,1.37,Corrective
DT-102346,2024-02-05,2024,February,2,6,Plant C - Katowice,Line 3,MC-3041,Injection Molding,Night (22:00-06:00),OP-1028,A. Schmidt,Mechanical Failure,Hydraulic Leak,Unplanned,Lubrication failure,151.1,2.52,1426.78,9.44,198,Medical Device,Resolved,4.52,Corrective
DT-102345,2024-02-05,2024,February,2,6,Plant C - Katowice,Line 1,MC-5200,Injection Molding,Morning (06:00-14:00),OP-1106,R. Nagy,Preventive Maintenance,Scheduled Lubrication,Planned,Scheduled maintenance plan (TPM calendar),42.9,0.71,209.52,4.88,74,Packaging Materials,Resolved,0.93,Preventive
DT-102344,2024-02-05,2024,February,2,6,Plant C - Katowice,Line 1,MC-7702,Painting Robot,Afternoon (14:00-22:00),OP-1148,L. Fischer,Electrical Failure,Wiring Short Circuit,Unplanned,Voltage spike,163.2,2.72,2006.81,12.3,100,Packaging Materials,Pending,,Corrective
DT-102342,2024-02-05,2024,February,2,6,Plant A - Stuttgart,Line 2,MC-7849,Packaging Unit,Morning (06:00-14:00),OP-1268,L. Fischer,Mechanical Failure,Gearbox Malfunction,Unplanned,Fatigue crack,173.8,2.9,1297.59,7.47,219,Packaging Materials,In Progress,2.17,Emergency
DT-102341,2024-02-05,2024,February,2,6,Plant A - Stuttgart,Line 1,MC-6890,Press Machine,Night (22:00-06:00),OP-1089,H. Zajac,Utility Failure,Water Supply Interruption,Unplanned,Compressor failure,35.9,0.6,302.09,8.41,27,Medical Device,Resolved,0.67,Emergency
DT-102340,2024-02-05,2024,February,2,6,Plant A - Stuttgart,Line 1,MC-1773,Press Machine,Afternoon (14:00-22:00),OP-1386,R. Nagy,Mechanical Failure,Gearbox Malfunction,Unplanned,Fatigue crack,193.7,3.23,1300.1,6.71,170,Medical Device,In Progress,2.31,Corrective
DT-102339,2024-02-05,2024,February,2,6,Plant B - Lyon,Line 1,MC-5990,CNC Machine,Morning (06:00-14:00),OP-1039,N. Horvat,Electrical Failure,Wiring Short Circuit,Unplanned,Faulty relay,57.5,0.96,593.32,10.32,39,Medical Device,Pending,,Emergency
DT-102338,2024-02-05,2024,February,2,6,Plant C - Katowice,Line 1,MC-1394,Conveyor System,Afternoon (14:00-22:00),OP-1268,A. Schmidt,Quality Inspection,In-Process Quality Hold,Planned,Customer complaint follow-up,60.8,1.01,239.5,3.94,28,Industrial Parts,Resolved,1.51,Preventive
DT-102343,2024-02-05,2024,February,2,6,Plant C - Katowice,Line 1,MC-1394,Conveyor System,Afternoon (14:00-22:00),OP-1028,H. Zajac,Mechanical Failure,Hydraulic Leak,Unplanned,Fatigue crack,330.0,5.5,1567.07,4.75,169,Automotive Component,Resolved,7.31,Emergency
DT-102349,2024-02-06,2024,February,2,6,Plant B - Lyon,Line 2,MC-5010,Painting Robot,Night (22:00-06:00),OP-1347,K. Varga,Mechanical Failure,Belt Breakage,Unplanned,Fatigue crack,96.8,1.61,1093.44,11.3,62,Automotive Component,In Progress,0.91,Corrective
DT-102350,2024-02-06,2024,February,2,6,Plant A - Stuttgart,Line 3,MC-8033,Painting Robot,Night (22:00-06:00),OP-1114,S. Kaczmarek,Quality Inspection,Calibration Check,Planned,Customer complaint follow-up,82.5,1.38,583.88,7.08,62,Industrial Parts,Resolved,1.52,Preventive
DT-102351,2024-02-06,2024,February,2,6,Plant C - Katowice,Line 3,MC-4933,Painting Robot,Morning (06:00-14:00),OP-1139,D. Muller,Material Shortage,Supplier Late Delivery,Unplanned,Supplier logistics delay,183.1,3.05,1644.63,8.98,101,Packaging Materials,Pending,,N/A
DT-102352,2024-02-06,2024,February,2,6,Plant A - Stuttgart,Line 1,MC-4896,Conveyor System,Afternoon (14:00-22:00),OP-1184,N. Horvat,Mechanical Failure,Motor Burnout,Unplanned,Fatigue crack,28.5,0.47,201.95,7.09,14,Packaging Materials,Resolved,0.8,Corrective
DT-102353,2024-02-06,2024,February,2,6,Plant C - Katowice,Line 1,MC-7702,Painting Robot,Morning (06:00-14:00),OP-1159,F. Rousseau,Preventive Maintenance,Scheduled Inspection,Planned,Scheduled maintenance plan (TPM calendar),121.8,2.03,698.58,5.74,70,Automotive Component,Pending,,Predictive
DT-102354,2024-02-06,2024,February,2,6,Plant C - Katowice,Line 1,MC-7146,Packaging Unit,Night (22:00-06:00),OP-1348,P. Kowalski,Quality Inspection,In-Process Quality Hold,Planned,Random audit,42.9,0.71,204.78,4.77,55,Consumer Electronics,Pending,,Preventive
DT-102355,2024-02-06,2024,February,2,6,Plant C - Katowice,Line 1,MC-5200,Injection Molding,Afternoon (14:00-22:00),OP-1043,B. Klein,Electrical Failure,Sensor Fault,Unplanned,Corroded contact,128.8,2.15,1056.4,8.2,173,Automotive Component,Pending,,Corrective
DT-102360,2024-02-07,2024,February,2,6,Plant B - Lyon,Line 2,MC-1611,Injection Molding,Morning (06:00-14:00),OP-1299,T. Weber,Material Shortage,Component Stockout,Unplanned,Inventory planning gap,132.0,2.2,1123.34,8.51,176,Automotive Component,Resolved,3.41,N/A
DT-102361,2024-02-07,2024,February,2,6,Plant A - Stuttgart,Line 2,MC-7849,Packaging Unit,Morning (06:00-14:00),OP-1374,M. Novak,Utility Failure,Water Supply Interruption,Unplanned,Chiller malfunction,39.0,0.65,236.82,6.07,41,Packaging Materials,Pending,,Emergency
DT-102359,2024-02-07,2024,February,2,6,Plant D - Bratislava,Line 1,MC-1874,Packaging Unit,Morning (06:00-14:00),OP-1180,B. Klein,Tooling Issue,Mold Damage,Unplanned,Exceeded tool life,89.2,1.49,491.52,5.51,112,Automotive Component,In Progress,0.77,Corrective
DT-102362,2024-02-07,2024,February,2,6,Plant B - Lyon,Line 2,MC-1611,Injection Molding,Morning (06:00-14:00),OP-1184,E. Wagner,Tooling Issue,Tool Wear,Unplanned,Exceeded tool life,92.0,1.53,1248.62,13.57,117,Automotive Component,Pending,,Corrective
DT-102357,2024-02-07,2024,February,2,6,Plant C - Katowice,Line 1,MC-7702,Painting Robot,Afternoon (14:00-22:00),OP-1149,F. Rousseau,Mechanical Failure,Motor Burnout,Unplanned,Component wear beyond tolerance,242.5,4.04,2309.63,9.52,145,Consumer Electronics,Resolved,4.06,Emergency
DT-102356,2024-02-07,2024,February,2,6,Plant C - Katowice,Line 2,MC-9148,Injection Molding,Morning (06:00-14:00),OP-1148,B. Klein,Quality Inspection,In-Process Quality Hold,Planned,Random audit,91.1,1.52,432.33,4.75,130,Packaging Materials,Resolved,1.84,Preventive
DT-102358,2024-02-07,2024,February,2,6,Plant A - Stuttgart,Line 2,MC-9779,Assembly Robot,Morning (06:00-14:00),OP-1314,F. Rousseau,Mechanical Failure,Belt Breakage,Unplanned,Lubrication failure,192.8,3.21,3551.82,18.42,184,Medical Device,In Progress,1.57,Corrective
DT-102369,2024-02-08,2024,February,2,6,Plant C - Katowice,Line 1,MC-2388,Assembly Robot,Morning (06:00-14:00),OP-1110,E. Wagner,Mechanical Failure,Bearing Failure,Unplanned,Component wear beyond tolerance,58.4,0.97,418.19,7.16,50,Consumer Electronics,Resolved,1.04,Corrective
DT-102367,2024-02-08,2024,February,2,6,Plant A - Stuttgart,Line 2,MC-9779,Assembly Robot,Afternoon (14:00-22:00),OP-1122,D. Muller,Electrical Failure,Power Supply Failure,Unplanned,Faulty relay,116.1,1.93,1055.03,9.09,108,Consumer Electronics,Resolved,3.35,Corrective
DT-102366,2024-02-08,2024,February,2,6,Plant A - Stuttgart,Line 1,MC-2813,Packaging Unit,Night (22:00-06:00),OP-1299,A. Schmidt,Mechanical Failure,Motor Burnout,Unplanned,Lubrication failure,153.5,2.56,702.14,4.57,199,Medical Device,Resolved,3.09,Corrective
DT-102368,2024-02-08,2024,February,2,6,Plant A - Stuttgart,Line 2,MC-2152,Assembly Robot,Morning (06:00-14:00),OP-1245,S. Kaczmarek,Electrical Failure,Wiring Short Circuit,Unplanned,Faulty relay,37.1,0.62,617.39,16.64,36,Industrial Parts,In Progress,0.39,Emergency
DT-102364,2024-02-08,2024,February,2,6,Plant B - Lyon,Line 1,MC-1574,Painting Robot,Night (22:00-06:00),OP-1210,M. Novak,Changeover,Product Changeover,Planned,Scheduled production changeover,99.7,1.66,784.65,7.87,54,Medical Device,Resolved,2.33,N/A
DT-102363,2024-02-08,2024,February,2,6,Plant C - Katowice,Line 3,MC-4933,Painting Robot,Morning (06:00-14:00),OP-1275,B. Klein,Mechanical Failure,Gearbox Malfunction,Unplanned,Lubrication failure,223.4,3.72,3360.23,15.04,164,Packaging Materials,Resolved,5.47,Emergency
DT-102365,2024-02-08,2024,February,2,6,Plant D - Bratislava,Line 1,MC-1874,Packaging Unit,Night (22:00-06:00),OP-1316,E. Wagner,Software/PLC Error,HMI Communication Loss,Unplanned,Configuration drift,119.0,1.98,870.43,7.31,140,Consumer Electronics,Resolved,2.7,Corrective
DT-102370,2024-02-09,2024,February,2,6,Plant A - Stuttgart,Line 1,MC-2813,Packaging Unit,Morning (06:00-14:00),OP-1173,L. Fischer,Material Shortage,Supplier Late Delivery,Unplanned,Customs delay,259.8,4.33,1150.14,4.43,243,Consumer Electronics,Resolved,6.24,N/A
DT-102371,2024-02-09,2024,February,2,6,Plant B - Lyon,Line 1,MC-1574,Painting Robot,Night (22:00-06:00),OP-1173,F. Rousseau,Software/PLC Error,HMI Communication Loss,Unplanned,Network latency,36.2,0.6,377.93,10.44,27,Medical Device,In Progress,0.32,Corrective
DT-102372,2024-02-10,2024,February,2,6,Plant D - Bratislava,Line 2,MC-3594,Painting Robot,Afternoon (14:00-22:00),OP-1152,H. Zajac,Mechanical Failure,Belt Breakage,Unplanned,Misalignment,44.7,0.74,679.63,15.2,28,Packaging Materials,Resolved,1.27,Corrective
DT-102373,2024-02-10,2024,February,2,6,Plant A - Stuttgart,Line 2,MC-2152,Assembly Robot,Morning (06:00-14:00),OP-1095,S. Kaczmarek,Electrical Failure,Control Panel Fault,Unplanned,Overheated component,36.0,0.6,490.32,13.62,33,Automotive Component,Resolved,0.91,Corrective
DT-102374,2024-02-10,2024,February,2,6,Plant B - Lyon,Line 2,MC-7100,Painting Robot,Morning (06:00-14:00),OP-1182,S. Kaczmarek,Software/PLC Error,Firmware Crash,Unplanned,Unhandled exception,22.7,0.38,227.83,10.04,14,Packaging Materials,Resolved,0.4,Corrective
DT-102379,2024-02-11,2024,February,2,6,Plant B - Lyon,Line 1,MC-6684,Injection Molding,Morning (06:00-14:00),OP-1114,F. Rousseau,Mechanical Failure,Hydraulic Leak,Unplanned,Lubrication failure,59.0,0.98,557.4,9.45,98,Industrial Parts,Resolved,1.48,Corrective
DT-102380,2024-02-11,2024,February,2,6,Plant C - Katowice,Line 2,MC-8160,Conveyor System,Afternoon (14:00-22:00),OP-1373,D. Muller,Electrical Failure,Power Supply Failure,Unplanned,Faulty relay,146.7,2.44,878.59,5.99,70,Consumer Electronics,In Progress,1.38,Emergency
DT-102378,2024-02-11,2024,February,2,6,Plant D - Bratislava,Line 1,MC-4916,Press Machine,Morning (06:00-14:00),OP-1051,S. Kaczmarek,Tooling Issue,Die Misalignment,Unplanned,Material hardness variance,174.5,2.91,1602.12,9.18,126,Automotive Component,In Progress,1.64,Corrective
DT-102375,2024-02-11,2024,February,2,6,Plant C - Katowice,Line 2,MC-5166,Robotic Welder,Afternoon (14:00-22:00),OP-1308,A. Schmidt,Tooling Issue,Tool Wear,Unplanned,Exceeded tool life,80.8,1.35,1105.86,13.69,68,Automotive Component,Resolved,1.62,Corrective
DT-102376,2024-02-11,2024,February,2,6,Plant A - Stuttgart,Line 1,MC-1773,Press Machine,Morning (06:00-14:00),OP-1359,J. Dubois,Quality Inspection,Non-Conformance Review,Planned,Customer complaint follow-up,50.8,0.85,422.88,8.32,45,Medical Device,Pending,,Preventive
DT-102377,2024-02-11,2024,February,2,6,Plant A - Stuttgart,Line 2,MC-2152,Assembly Robot,Morning (06:00-14:00),OP-1043,H. Zajac,Preventive Maintenance,Calibration,Planned,Scheduled maintenance plan (TPM calendar),86.7,1.45,661.63,7.63,80,Industrial Parts,Pending,,Preventive
DT-102381,2024-02-12,2024,February,2,7,Plant D - Bratislava,Line 1,MC-4916,Press Machine,Morning (06:00-14:00),OP-1279,K. Varga,Mechanical Failure,Bearing Failure,Unplanned,Lubrication failure,64.9,1.08,646.71,9.96,56,Industrial Parts,Resolved,1.53,Emergency
DT-102382,2024-02-12,2024,February,2,7,Plant B - Lyon,Line 1,MC-8447,Press Machine,Night (22:00-06:00),OP-1086,N. Horvat,Software/PLC Error,SCADA Timeout,Unplanned,Software bug,67.0,1.12,654.59,9.77,62,Medical Device,In Progress,0.78,Corrective
DT-102383,2024-02-12,2024,February,2,7,Plant C - Katowice,Line 3,MC-7027,Assembly Robot,Night (22:00-06:00),OP-1353,B. Klein,Mechanical Failure,Belt Breakage,Unplanned,Component wear beyond tolerance,253.6,4.23,3741.06,14.75,230,Packaging Materials,Resolved,6.18,Emergency
DT-102384,2024-02-12,2024,February,2,7,Plant A - Stuttgart,Line 1,MC-1773,Press Machine,Morning (06:00-14:00),OP-1043,T. Weber,Preventive Maintenance,Calibration,Planned,Scheduled maintenance plan (TPM calendar),126.7,2.11,601.13,4.74,104,Industrial Parts,Pending,,Predictive
DT-102385,2024-02-12,2024,February,2,7,Plant A - Stuttgart,Line 3,MC-5908,Press Machine,Night (22:00-06:00),OP-1184,J. Dubois,Changeover,Recipe Changeover,Planned,Scheduled production changeover,73.0,1.22,295.11,4.04,49,Medical Device,Resolved,1.49,N/A
DT-102386,2024-02-12,2024,February,2,7,Plant B - Lyon,Line 2,MC-5010,Painting Robot,Afternoon (14:00-22:00),OP-1238,M. Novak,Mechanical Failure,Motor Burnout,Unplanned,Misalignment,112.3,1.87,1407.38,12.53,76,Industrial Parts,Resolved,2.95,Corrective
DT-102387,2024-02-12,2024,February,2,7,Plant B - Lyon,Line 1,MC-8447,Press Machine,Morning (06:00-14:00),OP-1185,B. Klein,Mechanical Failure,Motor Burnout,Unplanned,Component wear beyond tolerance,50.6,0.84,514.48,10.17,38,Automotive Component,Resolved,1.49,Corrective
DT-102395,2024-02-13,2024,February,2,7,Plant B - Lyon,Line 2,MC-7100,Painting Robot,Morning (06:00-14:00),OP-1059,T. Weber,Software/PLC Error,HMI Communication Loss,Unplanned,Software bug,46.2,0.77,586.86,12.7,29,Medical Device,Resolved,1.11,Corrective
DT-102397,2024-02-13,2024,February,2,7,Plant A - Stuttgart,Line 2,MC-7849,Packaging Unit,Morning (06:00-14:00),OP-1323,T. Weber,Electrical Failure,Wiring Short Circuit,Unplanned,Faulty relay,84.0,1.4,493.14,5.87,104,Automotive Component,Resolved,2.44,Corrective
DT-102396,2024-02-13,2024,February,2,7,Plant A - Stuttgart,Line 2,MC-7849,Packaging Unit,Afternoon (14:00-22:00),OP-1107,A. Schmidt,Operator Error,Manual Stop,Unplanned,Procedure not followed,15.8,0.26,93.59,5.92,20,Medical Device,Resolved,0.3,N/A
DT-102393,2024-02-13,2024,February,2,7,Plant B - Lyon,Line 1,MC-1574,Painting Robot,Night (22:00-06:00),OP-1353,D. Muller,Quality Inspection,In-Process Quality Hold,Planned,Random audit,24.0,0.4,132.1,5.5,15,Consumer Electronics,Resolved,0.44,Preventive
DT-102394,2024-02-13,2024,February,2,7,Plant B - Lyon,Line 2,MC-7304,Press Machine,Morning (06:00-14:00),OP-1347,J. Dubois,Software/PLC Error,PLC Program Fault,Unplanned,Configuration drift,85.2,1.42,734.78,8.62,59,Automotive Component,Resolved,2.3,Corrective
